type	latitude	longitude	altitude (m)	name	objectid
T	37.417178126	-119.660000390	1211.9		5326
T	37.417178126	-119.592626744	1505.3		5327
T	37.417178126	-119.525253098	1823.6		5328
T	37.417178126	-119.457879451	2217.5		5329
T	37.417178126	-119.390505805	1499.2		5330
T	37.417178126	-119.323132159	1583.8		5331
T	37.417178126	-119.255758512	1425.2		5332
T	37.417178126	-119.188384866	2050.1		5333
T	37.417178126	-119.121011220	2085.9		5334
T	37.417178126	-119.053637573	2713.0		5335
T	37.417178126	-118.986263927	2648.7		5336
T	37.417178126	-118.918890281	2572.6		5337
T	37.417178126	-118.851516635	2771.4		5338
T	37.417178126	-118.784142988	3782.1		5339
T	37.417178126	-118.716769342	3784.5		5340
T	37.417178126	-118.649395696	1920.0		5341
T	37.417178126	-118.582022049	1412.2		5342
T	37.417178126	-118.514648403	1421.4		5343
T	37.417178126	-118.447274757	1380.0		5344
T	37.417178126	-118.379901110	1259.2		5345
T	37.417178126	-118.312527464	1384.7		5346
T	37.417178126	-118.245153818	2311.4		5347
T	37.417178126	-118.177780171	3156.3		5348
T	37.417178126	-118.110406525	2803.7		5349
T	37.417178126	-118.043032879	2048.2		5350
T	37.417178126	-117.975659232	1731.2		5351
T	37.417178126	-117.908285586	1740.1		5352
T	37.417178126	-117.840911940	1596.4		5353
T	37.417178126	-117.773538294	1967.8		5354
T	37.363648675	-122.354946243	175.8		5355
T	37.363648675	-122.287572596	358.4		5356
T	37.363648675	-122.220198950	224.8		5357
T	37.363648675	-122.152825304	215.4		5358
T	37.363648675	-122.085451657	55.8		5359
T	37.363648675	-122.018078011	32.2		5360
T	37.363648675	-121.950704365	14.9		5361
T	37.363648675	-121.883330718	25.2		5362
T	37.363648675	-121.815957072	46.6		5363
T	37.363648675	-121.748583426	494.1		5364
T	37.363648675	-121.681209779	753.7		5365
T	37.363648675	-121.613836133	884.6		5366
T	37.363648675	-121.546462487	649.2		5367
T	37.363648675	-121.479088841	626.7		5368
T	37.363648675	-121.411715194	746.1		5369
T	37.363648675	-121.344341548	445.5		5370
T	37.363648675	-121.276967902	430.8		5371
T	37.363648675	-121.209594255	180.9		5372
T	37.363648675	-121.142220609	133.5		5373
T	37.363648675	-121.074846963	37.2		5374
T	37.363648675	-121.007473316	22.3		5375
T	37.363648675	-120.940099670	21.0		5376
T	37.363648675	-120.872726024	26.5		5377
T	37.363648675	-120.805352377	32.6		5378
T	37.363648675	-120.737978731	36.4		5379
T	37.363648675	-120.670605085	44.2		5380
T	37.363648675	-120.603231439	48.8		5381
T	37.363648675	-120.535857792	53.1		5382
T	37.363648675	-120.468484146	55.5		5383
T	37.363648675	-120.401110500	81.3		5384
T	37.363648675	-120.333736853	104.4		5385
T	37.363648675	-120.266363207	96.4		5386
T	37.363648675	-120.198989561	157.5		5387
T	37.363648675	-120.131615914	217.7		5388
T	37.363648675	-120.064242268	311.3		5389
T	37.363648675	-119.996868622	475.0		5390
T	37.363648675	-119.929494975	459.5		5391
T	37.363648675	-119.862121329	456.8		5392
T	37.363648675	-119.794747683	410.0		5393
T	37.363648675	-119.727374037	705.2		5394
T	37.363648675	-119.660000390	950.2		5395
T	37.363648675	-119.592626744	1214.4		5396
T	37.363648675	-119.525253098	1791.9		5397
T	37.363648675	-119.457879451	1878.6		5398
T	37.363648675	-119.390505805	1477.7		5399
T	37.363648675	-119.323132159	1208.8		5400
T	37.363648675	-119.255758512	1758.1		5401
T	37.363648675	-119.188384866	2193.8		5402
T	37.363648675	-119.121011220	2021.2		5403
T	37.363648675	-119.053637573	2096.7		5404
T	37.363648675	-118.986263927	2290.3		5405
T	37.363648675	-118.918890281	2601.9		5406
T	37.363648675	-118.851516635	3352.3		5407
T	37.363648675	-118.784142988	3441.4		5408
T	37.363648675	-118.716769342	3102.1		5409
T	37.363648675	-118.649395696	3238.7		5410
T	37.363648675	-118.582022049	1680.1		5411
T	37.363648675	-118.514648403	1465.7		5412
T	37.363648675	-118.447274757	1327.5		5413
T	37.363648675	-118.379901110	1255.3		5414
T	37.363648675	-118.312527464	1265.8		5415
T	37.363648675	-118.245153818	2243.8		5416
T	37.363648675	-118.177780171	3071.5		5417
T	37.363648675	-118.110406525	2408.0		5418
T	37.363648675	-118.043032879	1717.0		5419
T	37.363648675	-117.975659232	1700.3		5420
T	37.363648675	-117.908285586	1332.4		5421
T	37.363648675	-117.840911940	1460.6		5422
T	37.363648675	-117.773538294	1761.9		5423
T	37.363648675	-117.706164647	1980.8		5424
T	37.310081010	-122.354946243	118.1		5425
T	37.310081010	-122.287572596	157.6		5426
T	37.310081010	-122.220198950	446.8		5427
T	37.310081010	-122.152825304	607.1		5428
T	37.310081010	-122.085451657	216.2		5429
T	37.310081010	-122.018078011	72.1		5430
T	37.310081010	-121.950704365	47.7		5431
T	37.310081010	-121.883330718	35.5		5432
T	37.310081010	-121.815957072	45.3		5433
T	37.310081010	-121.748583426	196.2		5434
T	37.310081010	-121.681209779	631.7		5435
T	37.310081010	-121.613836133	998.3		5436
T	37.310081010	-121.546462487	714.5		5437
T	37.310081010	-121.479088841	678.6		5438
T	37.310081010	-121.411715194	1050.0		5439
T	37.310081010	-121.344341548	658.1		5440
T	37.310081010	-121.276967902	642.7		5441
T	37.310081010	-121.209594255	371.6		5442
T	37.310081010	-121.142220609	85.2		5443
T	37.310081010	-121.074846963	38.5		5444
T	37.310081010	-121.007473316	24.2		5445
T	37.310081010	-120.940099670	20.4		5446
T	37.310081010	-120.872726024	23.1		5447
T	37.310081010	-120.805352377	27.5		5448
T	37.310081010	-120.737978731	31.2		5449
T	37.310081010	-120.670605085	34.5		5450
T	37.310081010	-120.603231439	41.4		5451
T	37.310081010	-120.535857792	47.8		5452
T	37.310081010	-120.468484146	53.9		5453
T	37.310081010	-120.401110500	60.8		5454
T	37.310081010	-120.333736853	68.9		5455
T	37.310081010	-120.266363207	83.7		5456
T	37.310081010	-120.198989561	108.9		5457
T	37.310081010	-120.131615914	150.8		5458
T	37.310081010	-120.064242268	297.8		5459
T	37.310081010	-119.996868622	352.2		5460
T	37.310081010	-119.929494975	364.7		5461
T	37.310081010	-119.862121329	305.3		5462
T	37.310081010	-119.794747683	623.8		5463
T	37.310081010	-119.727374037	700.1		5464
T	37.310081010	-119.660000390	944.9		5465
T	37.310081010	-119.592626744	935.2		5466
T	37.310081010	-119.525253098	1119.9		5467
T	37.310081010	-119.457879451	1733.2		5468
T	37.310081010	-119.390505805	1582.5		5469
T	37.310081010	-119.323132159	1332.2		5470
T	37.310081010	-119.255758512	2253.3		5471
T	37.310081010	-119.188384866	2887.2		5472
T	37.310081010	-119.121011220	2565.4		5473
T	37.310081010	-119.053637573	2452.1		5474
T	37.310081010	-118.986263927	2213.5		5475
T	37.310081010	-118.918890281	2976.7		5476
T	37.310081010	-118.851516635	3203.9		5477
T	37.310081010	-118.784142988	3553.3		5478
T	37.310081010	-118.716769342	3442.8		5479
T	37.310081010	-118.649395696	3381.0		5480
T	37.310081010	-118.582022049	2095.6		5481
T	37.310081010	-118.514648403	1736.4		5482
T	37.310081010	-118.447274757	1735.9		5483
T	37.310081010	-118.379901110	1262.5		5484
T	37.310081010	-118.312527464	1220.3		5485
T	37.310081010	-118.245153818	2183.2		5486
T	37.310081010	-118.177780171	2352.6		5487
T	37.310081010	-118.110406525	1811.2		5488
T	37.310081010	-118.043032879	1523.0		5489
T	37.310081010	-117.975659232	1822.5		5490
T	37.310081010	-117.908285586	1171.6		5491
T	37.310081010	-117.840911940	1137.8		5492
T	37.310081010	-117.773538294	1318.2		5493
T	37.310081010	-117.706164647	2293.7		5494
T	37.310081010	-117.638791001	1820.3		5495
T	37.256475152	-122.354946243	133.8		5496
T	37.256475152	-122.287572596	482.8		5497
T	37.256475152	-122.220198950	199.4		5498
T	37.256475152	-122.152825304	500.2		5499
T	37.256475152	-122.085451657	495.2		5500
T	37.256475152	-122.018078011	144.2		5501
T	37.256475152	-121.950704365	85.7		5502
T	37.256475152	-121.883330718	56.5		5503
T	37.256475152	-121.815957072	54.8		5504
T	37.256475152	-121.748583426	300.6		5505
T	37.256475152	-121.681209779	349.9		5506
T	37.256475152	-121.613836133	812.3		5507
T	37.256475152	-121.546462487	951.9		5508
T	37.256475152	-121.479088841	488.1		5509
T	37.256475152	-121.411715194	470.4		5510
T	37.256475152	-121.344341548	323.5		5511
T	37.256475152	-121.276967902	453.9		5512
T	37.256475152	-121.209594255	397.6		5513
T	37.256475152	-121.142220609	104.6		5514
T	37.256475152	-121.074846963	51.0		5515
T	37.256475152	-121.007473316	32.5		5516
T	37.256475152	-120.940099670	23.0		5517
T	37.256475152	-120.872726024	20.8		5518
T	37.256475152	-120.805352377	25.0		5519
T	37.256475152	-120.737978731	27.8		5520
T	37.256475152	-120.670605085	31.4		5521
T	37.256475152	-120.603231439	36.8		5522
T	37.256475152	-120.535857792	43.0		5523
T	37.256475152	-120.468484146	49.8		5524
T	37.256475152	-120.401110500	57.6		5525
T	37.256475152	-120.333736853	66.0		5526
T	37.256475152	-120.266363207	75.2		5527
T	37.256475152	-120.198989561	91.7		5528
T	37.256475152	-120.131615914	145.7		5529
T	37.256475152	-120.064242268	211.3		5530
T	37.256475152	-119.996868622	241.6		5531
T	37.256475152	-119.929494975	290.2		5532
T	37.256475152	-119.862121329	356.0		5533
T	37.256475152	-119.794747683	409.8		5534
T	37.256475152	-119.727374037	683.5		5535
T	37.256475152	-119.660000390	954.1		5536
T	37.256475152	-119.592626744	939.0		5537
T	37.256475152	-119.525253098	905.8		5538
T	37.256475152	-119.457879451	1652.6		5539
T	37.256475152	-119.390505805	1639.5		5540
T	37.256475152	-119.323132159	804.7		5541
T	37.256475152	-119.255758512	2331.0		5542
T	37.256475152	-119.188384866	2272.8		5543
T	37.256475152	-119.121011220	2558.3		5544
T	37.256475152	-119.053637573	2829.4		5545
T	37.256475152	-118.986263927	2749.1		5546
T	37.256475152	-118.918890281	2617.3		5547
T	37.256475152	-118.851516635	3210.6		5548
T	37.256475152	-118.784142988	3271.5		5549
T	37.256475152	-118.716769342	3426.3		5550
T	37.256475152	-118.649395696	3647.5		5551
T	37.256475152	-118.582022049	2487.5		5552
T	37.256475152	-118.514648403	3091.8		5553
T	37.256475152	-118.447274757	2611.1		5554
T	37.256475152	-118.379901110	1327.4		5555
T	37.256475152	-118.312527464	1213.4		5556
T	37.256475152	-118.245153818	1723.6		5557
T	37.256475152	-118.177780171	2098.5		5558
T	37.256475152	-118.110406525	1936.5		5559
T	37.256475152	-118.043032879	1512.4		5560
T	37.256475152	-117.975659232	1888.8		5561
T	37.256475152	-117.908285586	1552.1		5562
T	37.256475152	-117.840911940	1034.1		5563
T	37.256475152	-117.773538294	1104.2		5564
T	37.256475152	-117.706164647	1869.8		5565
T	37.256475152	-117.638791001	1309.1		5566
T	37.256475152	-117.571417355	1136.4		5567
T	37.202831120	-122.354946243	126.3		5568
T	37.202831120	-122.287572596	253.2		5569
T	37.202831120	-122.220198950	488.4		5570
T	37.202831120	-122.152825304	310.5		5571
T	37.202831120	-122.085451657	440.2		5572
T	37.202831120	-122.018078011	425.6		5573
T	37.202831120	-121.950704365	528.8		5574
T	37.202831120	-121.883330718	182.9		5575
T	37.202831120	-121.815957072	105.1		5576
T	37.202831120	-121.748583426	94.3		5577
T	37.202831120	-121.681209779	377.9		5578
T	37.202831120	-121.613836133	448.2		5579
T	37.202831120	-121.546462487	762.7		5580
T	37.202831120	-121.479088841	652.1		5581
T	37.202831120	-121.411715194	510.4		5582
T	37.202831120	-121.344341548	463.2		5583
T	37.202831120	-121.276967902	455.6		5584
T	37.202831120	-121.209594255	323.0		5585
T	37.202831120	-121.142220609	322.0		5586
T	37.202831120	-121.074846963	59.4		5587
T	37.202831120	-121.007473316	34.3		5588
T	37.202831120	-120.940099670	24.0		5589
T	37.202831120	-120.872726024	24.1		5590
T	37.202831120	-120.805352377	25.2		5591
T	37.202831120	-120.737978731	26.7		5592
T	37.202831120	-120.670605085	29.7		5593
T	37.202831120	-120.603231439	34.8		5594
T	37.202831120	-120.535857792	40.4		5595
T	37.202831120	-120.468484146	47.1		5596
T	37.202831120	-120.401110500	55.6		5597
T	37.202831120	-120.333736853	64.8		5598
T	37.202831120	-120.266363207	73.1		5599
T	37.202831120	-120.198989561	84.9		5600
T	37.202831120	-120.131615914	102.2		5601
T	37.202831120	-120.064242268	152.4		5602
T	37.202831120	-119.996868622	130.7		5603
T	37.202831120	-119.929494975	222.6		5604
T	37.202831120	-119.862121329	406.1		5605
T	37.202831120	-119.794747683	391.8		5606
T	37.202831120	-119.727374037	463.9		5607
T	37.202831120	-119.660000390	742.8		5608
T	37.202831120	-119.592626744	523.1		5609
T	37.202831120	-119.525253098	805.7		5610
T	37.202831120	-119.457879451	997.3		5611
T	37.202831120	-119.390505805	1230.3		5612
T	37.202831120	-119.323132159	943.8		5613
T	37.202831120	-119.255758512	1376.4		5614
T	37.202831120	-119.188384866	2276.5		5615
T	37.202831120	-119.121011220	2765.0		5616
T	37.202831120	-119.053637573	2787.6		5617
T	37.202831120	-118.986263927	2891.3		5618
T	37.202831120	-118.918890281	3137.4		5619
T	37.202831120	-118.851516635	3024.0		5620
T	37.202831120	-118.784142988	3108.8		5621
T	37.202831120	-118.716769342	3708.5		5622
T	37.202831120	-118.649395696	3572.0		5623
T	37.202831120	-118.582022049	3357.9		5624
T	37.202831120	-118.514648403	3228.7		5625
T	37.202831120	-118.447274757	3179.1		5626
T	37.202831120	-118.379901110	1831.8		5627
T	37.202831120	-118.312527464	1201.0		5628
T	37.202831120	-118.245153818	1295.0		5629
T	37.202831120	-118.177780171	1904.7		5630
T	37.202831120	-118.110406525	2589.9		5631
T	37.202831120	-118.043032879	2543.5		5632
T	37.202831120	-117.975659232	2103.3		5633
T	37.202831120	-117.908285586	1481.5		5634
T	37.202831120	-117.840911940	944.9		5635
T	37.202831120	-117.773538294	940.8		5636
T	37.202831120	-117.706164647	1732.0		5637
T	37.202831120	-117.638791001	1583.3		5638
T	37.202831120	-117.571417355	985.9		5639
T	37.202831120	-117.504043708	1108.9		5640
T	37.149148934	-122.354946243	11.5		5641
T	37.149148934	-122.287572596	366.5		5642
T	37.149148934	-122.220198950	415.1		5643
T	37.149148934	-122.152825304	324.9		5644
T	37.149148934	-122.085451657	194.7		5645
T	37.149148934	-122.018078011	355.8		5646
T	37.149148934	-121.950704365	437.3		5647
T	37.149148934	-121.883330718	632.6		5648
T	37.149148934	-121.815957072	466.8		5649
T	37.149148934	-121.748583426	185.7		5650
T	37.149148934	-121.681209779	155.0		5651
T	37.149148934	-121.613836133	197.0		5652
T	37.149148934	-121.546462487	457.2		5653
T	37.149148934	-121.479088841	552.8		5654
T	37.149148934	-121.411715194	575.7		5655
T	37.149148934	-121.344341548	431.2		5656
T	37.149148934	-121.276967902	512.5		5657
T	37.149148934	-121.209594255	358.5		5658
T	37.149148934	-121.142220609	367.1		5659
T	37.149148934	-121.074846963	113.7		5660
T	37.149148934	-121.007473316	39.2		5661
T	37.149148934	-120.940099670	28.2		5662
T	37.149148934	-120.872726024	26.6		5663
T	37.149148934	-120.805352377	25.2		5664
T	37.149148934	-120.737978731	26.6		5665
T	37.149148934	-120.670605085	31.2		5666
T	37.149148934	-120.603231439	31.4		5667
T	37.149148934	-120.535857792	38.2		5668
T	37.149148934	-120.468484146	45.8		5669
T	37.149148934	-120.401110500	55.5		5670
T	37.149148934	-120.333736853	64.4		5671
T	37.149148934	-120.266363207	72.6		5672
T	37.149148934	-120.198989561	85.5		5673
T	37.149148934	-120.131615914	96.8		5674
T	37.149148934	-120.064242268	110.1		5675
T	37.149148934	-119.996868622	172.8		5676
T	37.149148934	-119.929494975	201.0		5677
T	37.149148934	-119.862121329	196.4		5678
T	37.149148934	-119.794747683	302.2		5679
T	37.149148934	-119.727374037	393.1		5680
T	37.149148934	-119.660000390	444.7		5681
T	37.149148934	-119.592626744	708.3		5682
T	37.149148934	-119.525253098	366.1		5683
T	37.149148934	-119.457879451	415.8		5684
T	37.149148934	-119.390505805	431.2		5685
T	37.149148934	-119.323132159	1521.0		5686
T	37.149148934	-119.255758512	1940.9		5687
T	37.149148934	-119.188384866	2280.1		5688
T	37.149148934	-119.121011220	2574.7		5689
T	37.149148934	-119.053637573	3072.8		5690
T	37.149148934	-118.986263927	2660.0		5691
T	37.149148934	-118.918890281	2719.2		5692
T	37.149148934	-118.851516635	3023.6		5693
T	37.149148934	-118.784142988	3087.3		5694
T	37.149148934	-118.716769342	3312.9		5695
T	37.149148934	-118.649395696	3859.0		5696
T	37.149148934	-118.582022049	3302.0		5697
T	37.149148934	-118.514648403	3650.7		5698
T	37.149148934	-118.447274757	3127.1		5699
T	37.149148934	-118.379901110	2104.3		5700
T	37.149148934	-118.312527464	1353.4		5701
T	37.149148934	-118.245153818	1192.9		5702
T	37.149148934	-118.177780171	1623.4		5703
T	37.149148934	-118.110406525	2074.8		5704
T	37.149148934	-118.043032879	2313.3		5705
T	37.149148934	-117.975659232	2292.2		5706
T	37.149148934	-117.908285586	1753.2		5707
T	37.149148934	-117.840911940	1039.9		5708
T	37.149148934	-117.773538294	910.6		5709
T	37.149148934	-117.706164647	1014.5		5710
T	37.149148934	-117.638791001	1582.7		5711
T	37.149148934	-117.571417355	969.9		5712
T	37.149148934	-117.504043708	937.9		5713
T	37.149148934	-117.436670062	1356.7		5714
T	37.095428615	-122.220198950	357.6		5715
T	37.095428615	-122.152825304	697.3		5716
T	37.095428615	-122.085451657	118.4		5717
T	37.095428615	-122.018078011	414.8		5718
T	37.095428615	-121.950704365	362.5		5719
T	37.095428615	-121.883330718	534.7		5720
T	37.095428615	-121.815957072	456.0		5721
T	37.095428615	-121.748583426	279.6		5722
T	37.095428615	-121.681209779	307.6		5723
T	37.095428615	-121.613836133	91.1		5724
T	37.095428615	-121.546462487	261.6		5725
T	37.095428615	-121.479088841	469.2		5726
T	37.095428615	-121.411715194	629.6		5727
T	37.095428615	-121.344341548	439.1		5728
T	37.095428615	-121.276967902	236.4		5729
T	37.095428615	-121.209594255	577.1		5730
T	37.095428615	-121.142220609	166.7		5731
T	37.095428615	-121.074846963	178.1		5732
T	37.095428615	-121.007473316	46.9		5733
T	37.095428615	-120.940099670	31.3		5734
T	37.095428615	-120.872726024	31.1		5735
T	37.095428615	-120.805352377	28.3		5736
T	37.095428615	-120.737978731	29.7		5737
T	37.095428615	-120.670605085	31.3		5738
T	37.095428615	-120.603231439	32.3		5739
T	37.095428615	-120.535857792	37.4		5740
T	37.095428615	-120.468484146	44.9		5741
T	37.095428615	-120.401110500	53.1		5742
T	37.095428615	-120.333736853	61.0		5743
T	37.095428615	-120.266363207	69.8		5744
T	37.095428615	-120.198989561	79.0		5745
T	37.095428615	-120.131615914	88.5		5746
T	37.095428615	-120.064242268	98.0		5747
T	37.095428615	-119.996868622	112.8		5748
T	37.095428615	-119.929494975	137.8		5749
T	37.095428615	-119.862121329	237.6		5750
T	37.095428615	-119.794747683	310.1		5751
T	37.095428615	-119.727374037	339.4		5752
T	37.095428615	-119.660000390	321.5		5753
T	37.095428615	-119.592626744	708.9		5754
T	37.095428615	-119.525253098	557.1		5755
T	37.095428615	-119.457879451	854.0		5756
T	37.095428615	-119.390505805	1118.3		5757
T	37.095428615	-119.323132159	1650.8		5758
T	37.095428615	-119.255758512	1784.8		5759
T	37.095428615	-119.188384866	2238.6		5760
T	37.095428615	-119.121011220	2446.4		5761
T	37.095428615	-119.053637573	2829.0		5762
T	37.095428615	-118.986263927	2547.0		5763
T	37.095428615	-118.918890281	2755.9		5764
T	37.095428615	-118.851516635	2797.0		5765
T	37.095428615	-118.784142988	3341.9		5766
T	37.095428615	-118.716769342	3750.0		5767
T	37.095428615	-118.649395696	3843.8		5768
T	37.095428615	-118.582022049	2937.5		5769
T	37.095428615	-118.514648403	4240.8		5770
T	37.095428615	-118.447274757	3395.7		5771
T	37.095428615	-118.379901110	2352.0		5772
T	37.095428615	-118.312527464	1637.8		5773
T	37.095428615	-118.245153818	1183.2		5774
T	37.095428615	-118.177780171	2036.5		5775
T	37.095428615	-118.110406525	2456.3		5776
T	37.095428615	-118.043032879	2611.4		5777
T	37.095428615	-117.975659232	2018.2		5778
T	37.095428615	-117.908285586	1598.1		5779
T	37.095428615	-117.840911940	1468.3		5780
T	37.095428615	-117.773538294	1288.7		5781
T	37.095428615	-117.706164647	883.1		5782
T	37.095428615	-117.638791001	971.0		5783
T	37.095428615	-117.571417355	1632.7		5784
T	37.095428615	-117.504043708	812.6		5785
T	37.095428615	-117.436670062	1293.2		5786
T	37.095428615	-117.369296416	1494.2		5787
T	37.041670181	-122.220198950	70.5		5788
T	37.041670181	-122.152825304	378.1		5789
T	37.041670181	-122.085451657	203.6		5790
T	37.041670181	-122.018078011	163.0		5791
T	37.041670181	-121.950704365	78.4		5792
T	37.041670181	-121.883330718	381.0		5793
T	37.041670181	-121.815957072	264.5		5794
T	37.041670181	-121.748583426	581.0		5795
T	37.041670181	-121.681209779	282.5		5796
T	37.041670181	-121.613836133	84.4		5797
T	37.041670181	-121.546462487	66.0		5798
T	37.041670181	-121.479088841	412.7		5799
T	37.041670181	-121.411715194	398.6		5800
T	37.041670181	-121.344341548	432.9		5801
T	37.041670181	-121.276967902	164.9		5802
T	37.041670181	-121.209594255	386.6		5803
T	37.041670181	-121.142220609	166.7		5804
T	37.041670181	-121.074846963	166.7		5805
T	37.041670181	-121.007473316	129.9		5806
T	37.041670181	-120.940099670	63.0		5807
T	37.041670181	-120.872726024	41.3		5808
T	37.041670181	-120.805352377	32.8		5809
T	37.041670181	-120.737978731	31.2		5810
T	37.041670181	-120.670605085	32.9		5811
T	37.041670181	-120.603231439	33.6		5812
T	37.041670181	-120.535857792	36.6		5813
T	37.041670181	-120.468484146	42.0		5814
T	37.041670181	-120.401110500	49.6		5815
T	37.041670181	-120.333736853	56.7		5816
T	37.041670181	-120.266363207	62.4		5817
T	37.041670181	-120.198989561	70.4		5818
T	37.041670181	-120.131615914	78.7		5819
T	37.041670181	-120.064242268	96.1		5820
T	37.041670181	-119.996868622	106.4		5821
T	37.041670181	-119.929494975	111.1		5822
T	37.041670181	-119.862121329	152.7		5823
T	37.041670181	-119.794747683	159.7		5824
T	37.041670181	-119.727374037	151.0		5825
T	37.041670181	-119.660000390	171.5		5826
T	37.041670181	-119.592626744	583.5		5827
T	37.041670181	-119.525253098	494.5		5828
T	37.041670181	-119.457879451	572.0		5829
T	37.041670181	-119.390505805	1045.5		5830
T	37.041670181	-119.323132159	1406.5		5831
T	37.041670181	-119.255758512	1105.9		5832
T	37.041670181	-119.188384866	1894.8		5833
T	37.041670181	-119.121011220	1811.7		5834
T	37.041670181	-119.053637573	2440.3		5835
T	37.041670181	-118.986263927	2368.2		5836
T	37.041670181	-118.918890281	2871.9		5837
T	37.041670181	-118.851516635	3060.7		5838
T	37.041670181	-118.784142988	3095.0		5839
T	37.041670181	-118.716769342	3182.8		5840
T	37.041670181	-118.649395696	2904.2		5841
T	37.041670181	-118.582022049	2414.2		5842
T	37.041670181	-118.514648403	2991.1		5843
T	37.041670181	-118.447274757	3831.4		5844
T	37.041670181	-118.379901110	2758.0		5845
T	37.041670181	-118.312527464	1559.4		5846
T	37.041670181	-118.245153818	1390.0		5847
T	37.041670181	-118.177780171	1515.0		5848
T	37.041670181	-118.110406525	2648.4		5849
T	37.041670181	-118.043032879	2395.9		5850
T	37.041670181	-117.975659232	2182.7		5851
T	37.041670181	-117.908285586	1773.8		5852
T	37.041670181	-117.840911940	1549.9		5853
T	37.041670181	-117.773538294	1722.0		5854
T	37.041670181	-117.706164647	1130.6		5855
T	37.041670181	-117.638791001	1446.4		5856
T	37.041670181	-117.571417355	1614.1		5857
T	37.041670181	-117.504043708	883.3		5858
T	37.041670181	-117.436670062	702.4		5859
T	37.041670181	-117.369296416	1085.1		5860
T	37.041670181	-117.301922769	1147.7		5861
T	36.987873654	-122.152825304	32.1		5862
T	36.987873654	-122.085451657	130.4		5863
T	36.987873654	-122.018078011	13.4		5864
T	36.987873654	-121.950704365	35.8		5865
T	36.987873654	-121.883330718	82.0		5866
T	36.987873654	-121.815957072	144.1		5867
T	36.987873654	-121.748583426	93.4		5868
T	36.987873654	-121.681209779	421.8		5869
T	36.987873654	-121.613836133	275.3		5870
T	36.987873654	-121.546462487	53.6		5871
T	36.987873654	-121.479088841	68.4		5872
T	36.987873654	-121.411715194	309.7		5873
T	36.987873654	-121.344341548	429.1		5874
T	36.987873654	-121.276967902	459.5		5875
T	36.987873654	-121.209594255	596.7		5876
T	36.987873654	-121.142220609	262.4		5877
T	36.987873654	-121.074846963	207.8		5878
T	36.987873654	-121.007473316	224.5		5879
T	36.987873654	-120.940099670	132.3		5880
T	36.987873654	-120.872726024	58.0		5881
T	36.987873654	-120.805352377	36.7		5882
T	36.987873654	-120.737978731	33.0		5883
T	36.987873654	-120.670605085	34.2		5884
T	36.987873654	-120.603231439	36.5		5885
T	36.987873654	-120.535857792	37.7		5886
T	36.987873654	-120.468484146	39.5		5887
T	36.987873654	-120.401110500	45.4		5888
T	36.987873654	-120.333736853	50.9		5889
T	36.987873654	-120.266363207	57.5		5890
T	36.987873654	-120.198989561	65.4		5891
T	36.987873654	-120.131615914	73.1		5892
T	36.987873654	-120.064242268	85.0		5893
T	36.987873654	-119.996868622	95.8		5894
T	36.987873654	-119.929494975	101.3		5895
T	36.987873654	-119.862121329	112.4		5896
T	36.987873654	-119.794747683	130.7		5897
T	36.987873654	-119.727374037	129.1		5898
T	36.987873654	-119.660000390	225.4		5899
T	36.987873654	-119.592626744	230.7		5900
T	36.987873654	-119.525253098	271.7		5901
T	36.987873654	-119.457879451	398.5		5902
T	36.987873654	-119.390505805	544.7		5903
T	36.987873654	-119.323132159	567.0		5904
T	36.987873654	-119.255758512	700.7		5905
T	36.987873654	-119.188384866	1266.5		5906
T	36.987873654	-119.121011220	1363.0		5907
T	36.987873654	-119.053637573	2304.8		5908
T	36.987873654	-118.986263927	1891.5		5909
T	36.987873654	-118.918890281	2823.3		5910
T	36.987873654	-118.851516635	2869.4		5911
T	36.987873654	-118.784142988	2652.6		5912
T	36.987873654	-118.716769342	3290.9		5913
T	36.987873654	-118.649395696	2588.1		5914
T	36.987873654	-118.582022049	2642.0		5915
T	36.987873654	-118.514648403	3320.6		5916
T	36.987873654	-118.447274757	3205.5		5917
T	36.987873654	-118.379901110	2731.1		5918
T	36.987873654	-118.312527464	1609.6		5919
T	36.987873654	-118.245153818	1185.3		5920
T	36.987873654	-118.177780171	1556.1		5921
T	36.987873654	-118.110406525	2626.1		5922
T	36.987873654	-118.043032879	3104.7		5923
T	36.987873654	-117.975659232	2480.0		5924
T	36.987873654	-117.908285586	1598.6		5925
T	36.987873654	-117.840911940	1619.8		5926
T	36.987873654	-117.773538294	1610.3		5927
T	36.987873654	-117.706164647	1614.8		5928
T	36.987873654	-117.638791001	1567.8		5929
T	36.987873654	-117.571417355	2119.9		5930
T	36.987873654	-117.504043708	948.5		5931
T	36.987873654	-117.436670062	975.0		5932
T	36.987873654	-117.369296416	641.7		5933
T	36.987873654	-117.301922769	992.8		5934
T	36.987873654	-117.234549123	1713.2		5935
T	36.934039055	-121.815957072	95.4		5936
T	36.934039055	-121.748583426	22.3		5937
T	36.934039055	-121.681209779	53.0		5938
T	36.934039055	-121.613836133	183.3		5939
T	36.934039055	-121.546462487	39.7		5940
T	36.934039055	-121.479088841	48.8		5941
T	36.934039055	-121.411715194	55.4		5942
T	36.934039055	-121.344341548	130.0		5943
T	36.934039055	-121.276967902	434.7		5944
T	36.934039055	-121.209594255	549.6		5945
T	36.934039055	-121.142220609	569.5		5946
T	36.934039055	-121.074846963	380.2		5947
T	36.934039055	-121.007473316	190.5		5948
