time,relhumid-max_day_CNRM-CM5_rcp85
2007-05-19 00:00:00+00:00,62.33009
2007-05-20 00:00:00+00:00,64.00632
2007-05-21 00:00:00+00:00,66.998314
2007-05-22 00:00:00+00:00,73.50093
2007-05-23 00:00:00+00:00,69.8643
2007-05-24 00:00:00+00:00,71.88429
2007-05-25 00:00:00+00:00,69.27941
2007-05-26 00:00:00+00:00,66.13665
2007-05-27 00:00:00+00:00,52.572876
2007-05-28 00:00:00+00:00,51.973934
2007-05-29 00:00:00+00:00,69.914925
2007-05-30 00:00:00+00:00,98.746704
2007-05-31 00:00:00+00:00,97.05961
2007-06-01 00:00:00+00:00,93.18666
2007-06-02 00:00:00+00:00,95.05662
2007-06-03 00:00:00+00:00,90.41564
2007-06-04 00:00:00+00:00,94.46301
2007-06-05 00:00:00+00:00,80.52163
2007-06-06 00:00:00+00:00,73.0742
2007-06-07 00:00:00+00:00,86.09322
2007-06-08 00:00:00+00:00,96.14012
2007-06-09 00:00:00+00:00,90.89371
2007-06-10 00:00:00+00:00,93.43209
2007-06-11 00:00:00+00:00,88.36836
2007-06-12 00:00:00+00:00,82.091156
2007-06-13 00:00:00+00:00,80.254875
2007-06-14 00:00:00+00:00,92.54926
2007-06-15 00:00:00+00:00,97.21235
2007-06-16 00:00:00+00:00,93.11475
2007-06-17 00:00:00+00:00,87.861336
2007-06-18 00:00:00+00:00,70.24345
2007-06-19 00:00:00+00:00,66.38207
2007-06-20 00:00:00+00:00,80.144066
2007-06-21 00:00:00+00:00,81.27067
2007-06-22 00:00:00+00:00,86.8107
2007-06-23 00:00:00+00:00,77.52432
2007-06-24 00:00:00+00:00,82.06465
2007-06-25 00:00:00+00:00,87.21266
2007-06-26 00:00:00+00:00,86.28477
2007-06-27 00:00:00+00:00,83.616486
2007-06-28 00:00:00+00:00,59.384262
2007-06-29 00:00:00+00:00,57.698624
2007-06-30 00:00:00+00:00,57.631912
2007-07-01 00:00:00+00:00,55.502342
2007-07-02 00:00:00+00:00,56.835922
2007-07-03 00:00:00+00:00,48.312878
2007-07-04 00:00:00+00:00,54.95933
2007-07-05 00:00:00+00:00,79.245544
2007-07-06 00:00:00+00:00,82.64172
2007-07-07 00:00:00+00:00,76.39191
2007-07-08 00:00:00+00:00,71.57249
2007-07-09 00:00:00+00:00,49.11977
2007-07-10 00:00:00+00:00,46.33987
2007-07-11 00:00:00+00:00,69.6131
2007-07-12 00:00:00+00:00,82.83327
